instance,num_nodes,num_holes,shapely_load_time,sampling_method,machine,version,sampling_time,graph_creation_time,graph_nodes,graph_edges,graph_solving_time,num_invisible_points,total_time
inputs/competition_instances/maze_124_50_025_01.instance.json,9,23,0.013591527938842773,midpoint,fabio-ThinkPad,0.1.2,0.014246702194213867,3.4560000896453857,100,686,43.88493204116821,23,47.37130308151245
inputs/competition_instances/cheese773.instance.json,15,167,0.27585792541503906,midpoint,fabio-ThinkPad,0.1.2,0.08289527893066406,588.9926552772522,773,8811,88.62783765792847,172,677.9822556972504
inputs/competition_instances/socg92.instance.json,93,0,0.0006430149078369141,midpoint,fabio-ThinkPad,0.1.2,0.013377666473388672,1.0195879936218262,92,762,22.36697483062744,12,23.4031765460968
inputs/competition_instances/cheese399.instance.json,16,89,0.08399319648742676,midpoint,fabio-ThinkPad,0.1.2,0.05288553237915039,108.11481475830078,399,4031,66.50465250015259,92,174.75952410697937
inputs/competition_instances/maze_164_50_001_01.instance.json,9,31,0.013180255889892578,midpoint,fabio-ThinkPad,0.1.2,0.017589569091796875,8.570550918579102,132,979,40.79164791107178,26,49.39588117599487
inputs/competition_instances/srpg_iso_mc0000946.instance.json,931,1,0.0023009777069091797,midpoint,fabio-ThinkPad,0.1.2,0.17924904823303223,291.07027530670166,948,11584,103.77521586418152,246,395.02962589263916
inputs/competition_instances/maze_124_50_01_001.instance.json,9,23,0.008582353591918945,midpoint,fabio-ThinkPad,0.1.2,0.014661073684692383,3.786579132080078,100,802,32.54821562767029,13,36.36019444465637
inputs/competition_instances/cheese271.instance.json,13,56,0.029341459274291992,midpoint,fabio-ThinkPad,0.1.2,0.03128647804260254,35.999149560928345,271,2675,50.37340712547302,63,86.43557214736938
inputs/competition_instances/fpg-poly_0000000400_h2.instance.json,401,2,0.002671480178833008,midpoint,fabio-ThinkPad,0.1.2,0.0756981372833252,38.06470704078674,462,3232,40.71299695968628,114,78.8586778640747
inputs/competition_instances/maze_84_50_05_01.instance.json,9,15,0.003110647201538086,midpoint,fabio-ThinkPad,0.1.2,0.006617546081542969,1.4669814109802246,68,468,34.00427985191345,16,35.48308777809143
inputs/competition_instances/ccheese528.instance.json,20,133,0.14597201347351074,midpoint,fabio-ThinkPad,0.1.2,0.041272878646850586,203.71670079231262,528,6165,73.18251657485962,116,277.0889813899994
inputs/competition_instances/maze_154_50_001_001.instance.json,9,29,0.0056002140045166016,midpoint,fabio-ThinkPad,0.1.2,0.016884565353393555,5.082964897155762,124,1081,38.20482301712036,14,43.312357902526855
inputs/competition_instances/fpg-poly_0000000070_h2.instance.json,71,2,0.0006542205810546875,midpoint,fabio-ThinkPad,0.1.2,0.006666660308837891,0.5325331687927246,80,386,0.09753704071044922,23,0.6394412517547607
inputs/competition_instances/cheese617.instance.json,15,133,0.14880633354187012,midpoint,fabio-ThinkPad,0.1.2,0.0712747573852539,265.9373106956482,617,7282,71.8774676322937,146,338.0388653278351
inputs/competition_instances/maze_184_50_001_005.instance.json,9,35,0.012961626052856445,midpoint,fabio-ThinkPad,0.1.2,0.02208542823791504,9.055663108825684,148,1285,42.70419120788574,18,51.79704689979553
inputs/competition_instances/cheese302.instance.json,14,67,0.03738546371459961,midpoint,fabio-ThinkPad,0.1.2,0.028812646865844727,42.259212255477905,302,3264,46.356240034103394,71,88.68402457237244
inputs/competition_instances/fpg-poly_0000000040_h1.instance.json,41,1,0.000537872314453125,midpoint,fabio-ThinkPad,0.1.2,0.0041882991790771484,0.18157052993774414,45,203,0.13853240013122559,11,0.3268554210662842
inputs/competition_instances/cheese163.instance.json,12,33,0.01680469512939453,midpoint,fabio-ThinkPad,0.1.2,0.018468141555786133,7.388178825378418,163,1199,24.860551834106445,41,32.2860894203186
inputs/competition_instances/socg_fixed92.instance.json,93,0,0.0002703666687011719,midpoint,fabio-ThinkPad,0.1.2,0.008815288543701172,0.6279482841491699,92,928,32.090627908706665,12,32.72944140434265
inputs/competition_instances/socg60.instance.json,61,0,0.0004153251647949219,midpoint,fabio-ThinkPad,0.1.2,0.004914760589599609,0.28504395484924316,60,440,2.6176891326904297,8,2.910057783126831
inputs/competition_instances/cheese225.instance.json,15,44,0.016879558563232422,midpoint,fabio-ThinkPad,0.1.2,0.029240846633911133,15.773656845092773,225,1986,43.255736351013184,55,59.07747673988342
inputs/competition_instances/srpg_iso_aligned_mc0000451.instance.json,447,2,0.002933502197265625,midpoint,fabio-ThinkPad,0.1.2,0.0761570930480957,32.282241344451904,454,4976,45.71986103057861,80,78.08434820175171
inputs/competition_instances/maze_134_50_01_01.instance.json,9,25,0.004480600357055664,midpoint,fabio-ThinkPad,0.1.2,0.011157512664794922,3.4936869144439697,108,785,31.06394124031067,20,34.57505750656128
inputs/competition_instances/srpg_iso_mc0000266.instance.json,255,1,0.001055002212524414,midpoint,fabio-ThinkPad,0.1.2,0.03924703598022461,7.269241094589233,268,1544,31.565650701522827,74,38.87725114822388
inputs/competition_instances/srpg_octa_mc0000784.instance.json,777,1,0.0014295578002929688,midpoint,fabio-ThinkPad,0.1.2,0.13129258155822754,96.82382464408875,784,36849,435.8864290714264,88,532.8453934192657
inputs/competition_instances/srpg_iso_aligned_mc0000609.instance.json,597,2,0.0023124217987060547,midpoint,fabio-ThinkPad,0.1.2,0.10694074630737305,74.18888711929321,612,9080,86.78783535957336,115,161.08829927444458
inputs/competition_instances/maze_74_50_05_00.instance.json,9,13,0.0020864009857177734,midpoint,fabio-ThinkPad,0.1.2,0.004742145538330078,0.8604838848114014,60,420,29.070300579071045,13,29.94020390510559
inputs/competition_instances/socg_fixed60.instance.json,61,0,0.00031065940856933594,midpoint,fabio-ThinkPad,0.1.2,0.0051727294921875,0.30959296226501465,60,434,3.9088540077209473,8,4.225895166397095
inputs/competition_instances/srpg_iso_aligned_mc0000624.instance.json,613,3,0.004099845886230469,midpoint,fabio-ThinkPad,0.1.2,0.1036522388458252,81.41391444206238,628,7214,58.398531436920166,100,139.92264366149902
inputs/competition_instances/maze_79_50_05_005.instance.json,9,14,0.002340555191040039,midpoint,fabio-ThinkPad,0.1.2,0.003989219665527344,1.001300573348999,64,415,27.15523076057434,14,28.164907217025757
inputs/competition_instances/srpg_iso_mc0000261.instance.json,235,2,0.0014941692352294922,midpoint,fabio-ThinkPad,0.1.2,0.04039192199707031,7.893996477127075,264,1735,41.70772433280945,73,49.646090507507324
