instance,num_nodes,num_holes,shapely_load_time,sampling_method,machine,version,sampling_time,graph_creation_time,graph_nodes,graph_edges,graph_solving_time,num_invisible_points,total_time
inputs/competition_instances/cheese1262.instance.json,15,277,0.36620426177978516,midpoint,fabio-ThinkPad,0.1.2,0.07176637649536133,1577.7645971775055,1262,15141,80.51682806015015,274,1658.7227058410645
inputs/competition_instances/ccheese1325.instance.json,20,333,0.4052271842956543,midpoint,fabio-ThinkPad,0.1.2,0.06276726722717285,1626.1780495643616,1325,17402,87.69425678253174,275,1714.3426394462585
inputs/competition_instances/fpg-poly_0000000800_h7.instance.json,801,7,0.01612091064453125,midpoint,fabio-ThinkPad,0.1.2,0.11101746559143066,338.64413714408875,1174,7978,29.526161670684814,295,368.30023074150085
inputs/competition_instances/srpg_octa_mc0001206.instance.json,1173,2,0.0036263465881347656,midpoint,fabio-ThinkPad,0.1.2,0.15782761573791504,359.6437301635742,1209,21930,104.43186736106873,202,464.23970198631287
inputs/competition_instances/fpg-poly_0000001300_h7.instance.json,1301,7,0.01820206642150879,midpoint,fabio-ThinkPad,0.1.2,0.1787426471710205,806.2637491226196,1499,11170,36.35062098503113,363,842.8143284320831
inputs/competition_instances/srpg_iso_aligned_mc0001336.instance.json,1291,7,0.017971515655517578,midpoint,fabio-ThinkPad,0.1.2,0.14961481094360352,533.168704032898,1344,18664,87.62013673782349,178,620.9590518474579
inputs/competition_instances/ccheese1125.instance.json,22,278,0.3172616958618164,midpoint,fabio-ThinkPad,0.1.2,0.05118584632873535,1002.2145206928253,1125,14879,90.9069573879242,233,1093.4921152591705
inputs/competition_instances/srpg_iso_aligned_mc0001258.instance.json,1241,1,0.0033826828002929688,midpoint,fabio-ThinkPad,0.1.2,0.1579890251159668,423.25186920166016,1260,27365,155.3323471546173,217,578.7993359565735
inputs/competition_instances/cheese1006.instance.json,14,221,0.23381304740905762,midpoint,fabio-ThinkPad,0.1.2,0.04503917694091797,744.5908193588257,1006,12978,81.99085831642151,219,826.8626041412354
inputs/competition_instances/srpg_iso_mc0001463.instance.json,1321,4,0.0077016353607177734,midpoint,fabio-ThinkPad,0.1.2,0.1741316318511963,571.4850611686707,1468,14896,72.40921020507812,414,644.0789318084717
