instance,num_nodes,num_holes,shapely_load_time,sampling_method,machine,version,sampling_time,graph_creation_time,graph_nodes,graph_edges,graph_solving_time,num_invisible_points,total_time
inputs/competition_instances/srpg_iso_aligned_mc0000088.instance.json,87,1,0.008008480072021484,midpoint,fabio-ThinkPad,0.1.1,0.01546025276184082,0.46082448959350586,90,692,30.8894464969635,18,31.37588596343994
inputs/competition_instances/srpg_iso_aligned_mc0000286.instance.json,275,3,0.0014188289642333984,midpoint,fabio-ThinkPad,0.1.1,0.035989999771118164,8.476803064346313,290,2593,34.342265129089355,60,42.85836696624756
inputs/competition_instances/srpg_mc0000506.instance.json,501,1,0.061043739318847656,midpoint,fabio-ThinkPad,0.1.1,0.041847944259643555,30.459337949752808,508,5999,61.2430636882782,100,91.80727529525757
inputs/competition_instances/srpg_mc0001112.instance.json,1111,1,0.06395673751831055,midpoint,fabio-ThinkPad,0.1.1,0.12548136711120605,316.67816948890686,1114,16497,97.44028425216675,218,414.310791015625
inputs/competition_instances/maze_109_50_025_00.instance.json,9,20,0.06552481651306152,midpoint,fabio-ThinkPad,0.1.1,0.010863780975341797,1.971238613128662,88,670,27.573411226272583,12,29.623316526412964
inputs/competition_instances/maze_124_50_01_005.instance.json,9,23,0.06690597534179688,midpoint,fabio-ThinkPad,0.1.1,0.013520956039428711,2.8644189834594727,100,751,31.007808446884155,18,33.95465040206909
inputs/competition_instances/srpg_smr_mc0006333.instance.json,6081,2,0.08231139183044434,midpoint,fabio-ThinkPad,0.1.1,0.9486494064331055,6773.1928424835205,6336,1101593,1027.7222881317139,134,7801.955309391022
inputs/competition_instances/srpg_iso_mc0000080.instance.json,79,1,0.059867143630981445,midpoint,fabio-ThinkPad,0.1.1,0.01260066032409668,0.44061803817749023,82,388,15.792002201080322,24,16.307490348815918
inputs/competition_instances/fpg-poly_0000000020_h1.instance.json,21,1,0.05974245071411133,midpoint,fabio-ThinkPad,0.1.1,0.004375934600830078,0.04805397987365723,24,89,0.0614163875579834,6,0.17611098289489746
inputs/competition_instances/fpg-poly_0000000020_h2.instance.json,21,2,0.0011622905731201172,midpoint,fabio-ThinkPad,0.1.1,0.004670143127441406,0.09079504013061523,29,103,0.07599234580993652,9,0.17475271224975586
